
Time,Displacement,Force
(s),(mm),(N)
"0.0000","0.0000","0.0145"
"0.0200","0.0012","0.1198"
"0.0300","0.0071","0.2507"
"0.0460","0.0321","0.1178"
"0.0660","0.0798","0.0945"
"0.0860","0.1387","0.0298"
"0.1060","0.2024","0.0453"
"0.1260","0.2656","0.0083"
"0.1460","0.3275","0.0468"
"0.1660","0.3882","0.0768"
"0.1860","0.4485","0.0608"
"0.2060","0.5090","0.0961"
"0.2260","0.5693","0.1047"
"0.2460","0.6292","0.1288"
"0.2660","0.6894","0.1231"
"0.2860","0.7496","0.1493"
"0.3060","0.8094","0.1687"
"0.3260","0.8695","0.1704"
"0.3460","0.9296","0.1759"
"0.3660","0.9894","0.1973"
"0.3860","1.0495","0.2159"
"0.4060","1.1096","0.2318"
"0.4260","1.1694","0.2120"
"0.4460","1.2295","0.2344"
"0.4660","1.2896","0.2602"
"0.4860","1.3494","0.2616"
"0.5060","1.4094","0.2772"
"0.5260","1.4696","0.2677"
"0.5460","1.5294","0.2937"
"0.5660","1.5894","0.2970"
"0.5860","1.6495","0.3014"
"0.6060","1.7094","0.3039"
"0.6260","1.7693","0.3218"
"0.6460","1.8295","0.3526"
"0.6660","1.8894","0.3244"
"0.6860","1.9493","0.3371"
"0.7060","2.0096","0.3443"
"0.7260","2.0696","0.3573"
"0.7460","2.1294","0.3690"
"0.7660","2.1895","0.3536"
"0.7860","2.2496","0.3524"
"0.8060","2.3093","0.3623"
"0.8260","2.3695","0.3760"
"0.8460","2.4296","0.3567"
"0.8660","2.4894","0.3748"
"0.8860","2.5495","0.4019"
"0.9060","2.6096","0.3990"
"0.9260","2.6694","0.3773"
"0.9460","2.7294","0.3988"
"0.9660","2.7895","0.4033"
"0.9860","2.8494","0.4121"
"1.0060","2.9094","0.4331"
"1.0260","2.9696","0.4087"
"1.0460","3.0295","0.4278"
"1.0660","3.0894","0.4491"
"1.0860","3.1496","0.4200"
"1.1060","3.2094","0.4238"
"1.1260","3.2693","0.4416"
"1.1460","3.3295","0.4788"
"1.1660","3.3895","0.4665"
"1.1860","3.4494","0.4393"
"1.2060","3.5096","0.4384"
"1.2260","3.5696","0.4684"
"1.2460","3.6295","0.4914"
"1.2660","3.6897","0.4803"
"1.2860","3.7497","0.4674"
"1.3060","3.8094","0.4666"
"1.3260","3.8695","0.4915"
"1.3460","3.9295","0.4827"
"1.3660","3.9893","0.5149"
"1.3860","4.0494","0.4703"
"1.4060","4.1096","0.4997"
"1.4260","4.1694","0.5066"
"1.4460","4.2295","0.5149"
"1.4660","4.2897","0.4959"
"1.4860","4.3495","0.4896"
"1.5060","4.4095","0.5216"
"1.5260","4.4697","0.5246"
"1.5460","4.5295","0.5354"
"1.5660","4.5894","0.5104"
"1.5860","4.6496","0.5040"
"1.6060","4.7094","0.5240"
"1.6260","4.7694","0.5399"
"1.6460","4.8296","0.5377"
"1.6660","4.8895","0.5247"
"1.6860","4.9493","0.5345"
"1.7060","5.0094","0.5349"
"1.7260","5.0695","0.5412"
"1.7460","5.1293","0.5408"
"1.7660","5.1895","0.5443"
"1.7860","5.2496","0.5502"
"1.8060","5.3095","0.5478"
