
Time,Displacement,Force
(s),(mm),(N)
"0.0000","0.0000","-0.0030"
"0.0200","0.0000","0.0129"
"0.0400","0.0000","-0.0067"
"0.0600","-0.0002","-0.0046"
"0.0800","-0.0003","-0.0105"
"0.1000","-0.0003","0.0088"
"0.1200","-0.0001","0.0141"
"0.1400","0.0001","0.0005"
"0.1600","0.0004","0.0196"
"0.1800","0.0008","-0.0093"
"0.2000","0.0015","0.0094"
"0.2200","0.0025","-0.0070"
"0.2400","0.0038","0.0019"
"0.2600","0.0050","0.0132"
"0.2800","0.0061","-0.0016"
"0.3000","0.0070","-0.0037"
"0.3200","0.0078","-0.0121"
"0.3400","0.0085","0.0148"
"0.3600","0.0092","0.0111"
"0.3800","0.0098","-0.0087"
"0.4000","0.0104","0.0086"
"0.4200","0.0110","0.0202"
"0.4400","0.0116","-0.0079"
"0.4600","0.0122","0.0135"
"0.4800","0.0128","-0.0063"
"0.5000","0.0134","0.0109"
"0.5200","0.0140","-0.0056"
"0.5400","0.0146","0.0111"
"0.5600","0.0151","0.0111"
"0.5800","0.0157","-0.0138"
"0.6000","0.0163","0.0057"
"0.6200","0.0169","0.0095"
"0.6400","0.0176","0.0053"
"0.6600","0.0182","-0.0014"
"0.6800","0.0188","-0.0002"
"0.7000","0.0194","-0.0109"
"0.7200","0.0200","-0.0036"
"0.7400","0.0206","0.0182"
"0.7600","0.0212","-0.0026"
"0.7800","0.0218","-0.0014"
"0.8000","0.0224","-0.0106"
"0.8200","0.0230","-0.0135"
"0.8400","0.0236","0.0247"
"0.8600","0.0242","0.0083"
"0.8800","0.0248","0.0078"
"0.9000","0.0254","0.0013"
"0.9200","0.0260","0.0016"
"0.9400","0.0266","0.0092"
"0.9600","0.0272","-0.0009"
"0.9800","0.0278","0.0267"
"1.0000","0.0284","0.0094"
"1.0200","0.0290","-0.0019"
"1.0400","0.0296","-0.0069"
"1.0600","0.0302","0.0107"
"1.0800","0.0308","0.0085"
"1.1000","0.0315","0.0009"
"1.1200","0.0321","-0.0065"
"1.1400","0.0327","0.0014"
"1.1600","0.0333","-0.0089"
"1.1800","0.0339","0.0079"
"1.2000","0.0345","0.0135"
"1.2200","0.0351","-0.0044"
"1.2400","0.0357","0.0054"
"1.2600","0.0363","-0.0009"
"1.2800","0.0370","0.0177"
"1.3000","0.0376","0.0147"
"1.3200","0.0382","0.0067"
"1.3400","0.0388","-0.0084"
"1.3600","0.0394","0.0032"
"1.3800","0.0400","0.0388"
"1.4000","0.0405","0.0039"
"1.4200","0.0411","-0.0069"
"1.4400","0.0417","-0.0038"
"1.4600","0.0423","0.0124"
"1.4800","0.0429","0.0050"
"1.5000","0.0435","0.0054"
"1.5200","0.0442","0.0030"
"1.5400","0.0448","-0.0012"
"1.5600","0.0454","0.0013"
"1.5800","0.0460","0.0190"
"1.6000","0.0466","0.0030"
"1.6200","0.0472","0.0170"
"1.6400","0.0478","0.0097"
"1.6600","0.0483","-0.0013"
"1.6800","0.0489","0.0025"
"1.7000","0.0495","0.0049"
"1.7200","0.0500","0.0086"
"1.7400","0.0506","0.0002"
"1.7600","0.0512","0.0069"
"1.7800","0.0519","0.0171"
"1.8000","0.0525","-0.0116"
"1.8200","0.0531","0.0028"
"1.8400","0.0537","0.0145"
"1.8600","0.0544","0.0089"
"1.8800","0.0550","0.0098"
"1.9000","0.0556","-0.0128"
"1.9200","0.0562","-0.0015"
"1.9400","0.0568","0.0091"
"1.9600","0.0574","0.0067"
"1.9800","0.0579","0.0151"
"2.0000","0.0585","0.0008"
"2.0200","0.0591","0.0118"
"2.0400","0.0597","0.0040"
"2.0600","0.0603","-0.0163"
"2.0800","0.0609","0.0044"
"2.1000","0.0614","0.0023"
"2.1200","0.0620","0.0276"
"2.1400","0.0626","0.0141"
"2.1600","0.0632","0.0115"
"2.1800","0.0638","-0.0039"
"2.2000","0.0644","0.0032"
"2.2200","0.0650","0.0158"
"2.2400","0.0656","0.0132"
"2.2600","0.0663","0.0078"
"2.2800","0.0669","0.0069"
"2.3000","0.0675","0.0136"
"2.3200","0.0681","0.0123"
"2.3400","0.0687","-0.0016"
"2.3600","0.0693","0.0085"
"2.3800","0.0700","0.0252"
"2.4000","0.0706","0.0047"
"2.4200","0.0712","0.0037"
"2.4400","0.0718","0.0019"
"2.4600","0.0724","0.0034"
"2.4800","0.0729","0.0056"
"2.5000","0.0735","0.0082"
"2.5200","0.0742","0.0053"
"2.5400","0.0748","0.0056"
"2.5600","0.0754","0.0052"
"2.5800","0.0760","0.0018"
"2.6000","0.0766","0.0130"
"2.6200","0.0772","0.0185"
"2.6400","0.0777","0.0220"
"2.6600","0.0783","0.0050"
"2.6800","0.0789","-0.0039"
"2.7000","0.0796","0.0093"
"2.7200","0.0802","0.0249"
"2.7400","0.0808","0.0121"
"2.7600","0.0814","-0.0001"
"2.7800","0.0820","0.0091"
"2.8000","0.0826","-0.0018"
"2.8200","0.0832","0.0024"
"2.8400","0.0838","0.0227"
"2.8600","0.0844","0.0166"
"2.8800","0.0850","-0.0030"
"2.9000","0.0856","-0.0039"
"2.9200","0.0861","0.0087"
"2.9400","0.0867","0.0145"
"2.9600","0.0873","0.0090"
"2.9800","0.0879","0.0098"
"3.0000","0.0885","-0.0033"
"3.0200","0.0891","0.0036"
"3.0400","0.0897","0.0186"
"3.0600","0.0904","0.0028"
"3.0800","0.0910","-0.0006"
"3.1000","0.0916","-0.0027"
"3.1200","0.0922","0.0065"
"3.1400","0.0928","0.0171"
"3.1600","0.0934","-0.0092"
"3.1800","0.0940","0.0133"
"3.2000","0.0946","-0.0023"
"3.2200","0.0951","0.0060"
"3.2400","0.0957","0.0142"
"3.2600","0.0963","-0.0083"
"3.2800","0.0969","0.0239"
"3.3000","0.0974","0.0094"
"3.3200","0.0980","-0.0006"
"3.3400","0.0986","0.0150"
"3.3600","0.0992","0.0209"
"3.3800","0.0998","0.0014"
"3.4000","0.1004","0.0147"
"3.4200","0.1010","0.0034"
"3.4400","0.1016","0.0201"
"3.4600","0.1022","0.0009"
"3.4800","0.1028","-0.0095"
"3.5000","0.1033","0.0318"
"3.5200","0.1040","-0.0018"
"3.5400","0.1046","-0.0002"
"3.5600","0.1052","0.0098"
"3.5800","0.1058","0.0239"
"3.6000","0.1065","0.0161"
"3.6200","0.1071","-0.0105"
"3.6400","0.1077","0.0141"
"3.6600","0.1083","0.0063"
"3.6800","0.1089","0.0180"
"3.7000","0.1095","0.0190"
"3.7200","0.1101","0.0025"
"3.7400","0.1107","0.0073"
"3.7600","0.1113","0.0184"
"3.7800","0.1119","0.0137"
"3.8000","0.1125","0.0039"
"3.8200","0.1131","0.0217"
"3.8400","0.1137","0.0110"
"3.8600","0.1143","0.0151"
"3.8800","0.1149","-0.0024"
"3.9000","0.1155","0.0164"
"3.9200","0.1161","0.0181"
"3.9400","0.1168","0.0075"
"3.9600","0.1174","0.0105"
"3.9800","0.1180","0.0101"
"4.0000","0.1186","0.0133"
"4.0200","0.1192","0.0202"
"4.0400","0.1198","0.0168"
"4.0600","0.1204","0.0087"
"4.0800","0.1209","0.0197"
"4.1000","0.1215","0.0115"
"4.1200","0.1221","0.0042"
"4.1400","0.1227","0.0042"
"4.1600","0.1233","0.0336"
"4.1800","0.1239","-0.0014"
"4.2000","0.1245","0.0104"
"4.2200","0.1251","0.0108"
"4.2400","0.1257","0.0076"
"4.2600","0.1264","0.0234"
"4.2800","0.1270","0.0064"
"4.3000","0.1276","0.0324"
"4.3200","0.1282","0.0082"
"4.3400","0.1287","0.0160"
"4.3600","0.1293","0.0058"
"4.3800","0.1299","0.0185"
"4.4000","0.1305","0.0226"
"4.4200","0.1311","0.0060"
"4.4400","0.1317","0.0120"
"4.4600","0.1323","0.0077"
"4.4800","0.1329","0.0095"
"4.5000","0.1335","0.0184"
"4.5200","0.1341","-0.0109"
