
Time,Displacement,Force
(s),(mm),(N)
"0.0000","0.0000","0.0065"
"0.0200","0.0012","0.1022"
"0.0330","0.0101","0.2289"
"0.0510","0.0424","0.0993"
"0.0710","0.0930","0.1143"
"0.0910","0.1531","0.0713"
"0.1110","0.2172","0.0329"
"0.1310","0.2801","0.0390"
"0.1510","0.3414","0.0885"
"0.1710","0.4022","0.1053"
"0.1910","0.4625","0.0928"
"0.2110","0.5226","0.1435"
"0.2310","0.5829","0.1469"
"0.2510","0.6430","0.1435"
"0.2710","0.7029","0.1604"
"0.2910","0.7630","0.1831"
"0.3110","0.8231","0.2028"
"0.3310","0.8830","0.1986"
"0.3510","0.9431","0.2232"
"0.3710","1.0031","0.2390"
"0.3910","1.0630","0.2263"
"0.4110","1.1230","0.2593"
"0.4310","1.1832","0.2533"
"0.4510","1.2430","0.2661"
"0.4710","1.3030","0.2979"
"0.4910","1.3631","0.2854"
"0.5110","1.4230","0.2927"
"0.5310","1.4830","0.3037"
"0.5510","1.5431","0.3160"
"0.5710","1.6030","0.3313"
"0.5910","1.6630","0.3389"
"0.6110","1.7232","0.3309"
"0.6310","1.7831","0.3465"
"0.6510","1.8430","0.3564"
"0.6710","1.9032","0.3538"
"0.6910","1.9632","0.3336"
"0.7110","2.0230","0.3739"
"0.7310","2.0832","0.3806"
"0.7510","2.1432","0.3661"
"0.7710","2.2030","0.3778"
"0.7910","2.2631","0.3845"
"0.8110","2.3232","0.3898"
"0.8310","2.3830","0.3950"
"0.8510","2.4431","0.4276"
"0.8710","2.5032","0.4230"
"0.8910","2.5630","0.4190"
"0.9110","2.6231","0.4077"
"0.9310","2.6833","0.4246"
"0.9510","2.7431","0.4522"
"0.9710","2.8031","0.4660"
"0.9910","2.8632","0.4373"
"1.0110","2.9229","0.4398"
"1.0310","2.9828","0.4666"
"1.0510","3.0431","0.4678"
"1.0710","3.1030","0.4748"
"1.0910","3.1630","0.4851"
"1.1110","3.2233","0.4720"
"1.1310","3.2832","0.4847"
"1.1510","3.3431","0.5001"
"1.1710","3.4033","0.4984"
"1.1910","3.4633","0.4865"
"1.2110","3.5230","0.5165"
"1.2310","3.5831","0.5128"
"1.2510","3.6431","0.5198"
"1.2710","3.7029","0.5259"
"1.2910","3.7631","0.5175"
"1.3110","3.8232","0.5224"
"1.3310","3.8830","0.5376"
"1.3510","3.9431","0.5677"
"1.3710","4.0033","0.5198"
"1.3910","4.0632","0.5446"
"1.4110","4.1232","0.5545"
"1.4310","4.1833","0.5514"
"1.4510","4.2431","0.5718"
"1.4710","4.3030","0.5514"
"1.4910","4.3631","0.5733"
"1.5110","4.4230","0.5705"
"1.5310","4.4830","0.5766"
"1.5510","4.5432","0.5583"
"1.5710","4.6031","0.5845"
"1.5910","4.6629","0.6073"
"1.6110","4.7231","0.5949"
"1.6310","4.7831","0.5783"
"1.6510","4.8430","0.5855"
"1.6710","4.9032","0.6097"
"1.6910","4.9632","0.5968"
"1.7110","5.0231","0.6106"
"1.7310","5.0832","0.6188"
"1.7510","5.1432","0.6030"
"1.7710","5.2030","0.6179"
"1.7910","5.2631","0.6103"
"1.8110","5.3231","0.6227"
"1.8310","5.3830","0.6454"
"1.8510","5.4431","0.6348"
"1.8710","5.5033","0.6023"
"1.8910","5.5631","0.6302"
"1.9110","5.6231","0.6441"
"1.9310","5.6833","0.6393"
"1.9510","5.7431","0.6548"
"1.9710","5.8031","0.6474"
"1.9910","5.8632","0.6399"
"2.0110","5.9231","0.6441"
"2.0310","5.9830","0.6578"
"2.0510","6.0432","0.6614"
"2.0710","6.1031","0.6522"
"2.0910","6.1630","0.6765"
"2.1110","6.2231","0.6650"
"2.1310","6.2831","0.6578"
"2.1510","6.3430","0.6739"
"2.1710","6.4032","0.6688"
"2.1910","6.4632","0.6869"
"2.2110","6.5230","0.6700"
"2.2310","6.5831","0.6922"
"2.2510","6.6431","0.6781"
"2.2710","6.7029","0.6785"
"2.2910","6.7631","0.6860"
"2.3110","6.8232","0.6928"
"2.3310","6.8830","0.7057"
"2.3510","6.9431","0.6944"
"2.3710","7.0032","0.6803"
"2.3910","7.0631","0.7176"
"2.4110","7.1231","0.6992"
"2.4310","7.1833","0.6966"
"2.4510","7.2430","0.7068"
"2.4710","7.3030","0.7208"
"2.4910","7.3632","0.7100"
"2.5110","7.4230","0.7158"
"2.5310","7.4829","0.7175"
"2.5510","7.5432","0.6962"
"2.5710","7.6031","0.7383"
"2.5910","7.6630","0.7329"
"2.6110","7.7231","0.7275"
"2.6310","7.7830","0.7178"
"2.6510","7.8429","0.7184"
"2.6710","7.9032","0.7374"
"2.6910","7.9632","0.7444"
"2.7110","8.0230","0.7334"
"2.7310","8.0831","0.7271"
"2.7510","8.1432","0.7288"
"2.7710","8.2030","0.7573"
"2.7910","8.2631","0.7436"
"2.8110","8.3232","0.7393"
"2.8310","8.3831","0.7502"
"2.8510","8.4432","0.7447"
"2.8710","8.5033","0.7537"
"2.8910","8.5631","0.7571"
"2.9110","8.6232","0.7516"
"2.9310","8.6833","0.7522"
"2.9510","8.7431","0.7588"
"2.9710","8.8030","0.7858"
"2.9910","8.8632","0.7572"
"3.0110","8.9231","0.7441"
"3.0310","8.9831","0.7744"
"3.0510","9.0432","0.7680"
"3.0710","9.1031","0.7716"
"3.0910","9.1630","0.7847"
"3.1110","9.2232","0.7537"
"3.1310","9.2832","0.7790"
"3.1510","9.3430","0.7860"
"3.1710","9.4032","0.7736"
"3.1910","9.4632","0.7795"
"3.2110","9.5230","0.7852"
"3.2310","9.5831","0.7823"
"3.2510","9.6431","0.7728"
"3.2710","9.7029","0.8034"
"3.2910","9.7631","0.7975"
"3.3110","9.8232","0.7743"
"3.3310","9.8830","0.7994"
"3.3510","9.9431","0.7975"
"3.3710","10.0032","0.7933"
"3.3910","10.0631","0.8047"
"3.4110","10.1231","0.7875"
"3.4310","10.1832","0.7985"
"3.4510","10.2431","0.8092"
"3.4710","10.3030","0.8155"
"3.4910","10.3631","0.7980"
"3.5110","10.4230","0.7932"
"3.5310","10.4830","0.8135"
"3.5510","10.5433","0.8223"
"3.5710","10.6032","0.8139"
"3.5910","10.6630","0.8088"
"3.6110","10.7232","0.8071"
"3.6310","10.7832","0.8206"
"3.6510","10.8431","0.8223"
"3.6710","10.9033","0.8228"
"3.6910","10.9633","0.8175"
"3.7110","11.0230","0.8315"
"3.7310","11.0831","0.8205"
"3.7510","11.1431","0.8247"
"3.7710","11.2029","0.8505"
"3.7910","11.2630","0.8106"
"3.8110","11.3231","0.8383"
"3.8310","11.3829","0.8414"
"3.8510","11.4431","0.8317"
"3.8710","11.5032","0.8215"
"3.8910","11.5630","0.8414"
"3.9110","11.6230","0.8464"
"3.9310","11.6833","0.8377"
"3.9510","11.7431","0.8489"
"3.9710","11.8031","0.8495"
"3.9910","11.8632","0.8189"
"4.0110","11.9231","0.8541"
"4.0310","11.9830","0.8670"
"4.0510","12.0432","0.8435"
"4.0710","12.1031","0.8468"
"4.0910","12.1630","0.8485"
"4.1110","12.2232","0.8436"
"4.1310","12.2832","0.8735"
"4.1510","12.3430","0.8584"
"4.1710","12.4031","0.8631"
"4.1910","12.4631","0.8400"
"4.2110","12.5230","0.8739"
"4.2310","12.5832","0.8708"
"4.2510","12.6432","0.8609"
"4.2710","12.7030","0.8709"
"4.2910","12.7631","0.8676"
"4.3110","12.8231","0.8526"
"4.3310","12.8829","0.8789"
"4.3510","12.9430","0.8844"
"4.3710","13.0032","0.8714"
"4.3910","13.0630","0.8679"
"4.4110","13.1231","0.8703"
"4.4310","13.1833","0.8920"
"4.4510","13.2431","0.8839"
"4.4710","13.3030","0.8824"
"4.4910","13.3632","0.8605"
"4.5110","13.4231","0.9014"
"4.5310","13.4830","0.8966"
"4.5510","13.5432","0.8701"
"4.5710","13.6031","0.8917"
"4.5910","13.6631","0.8991"
"4.6110","13.7233","0.8853"
"4.6310","13.7832","0.8864"
"4.6510","13.8431","0.9027"
"4.6710","13.9032","0.8936"
"4.6910","13.9632","0.8935"
"4.7110","14.0230","0.9133"
"4.7310","14.0831","0.8850"
"4.7510","14.1432","0.9067"
"4.7710","14.2030","0.9180"
"4.7910","14.2631","0.8899"
"4.8110","14.3232","0.9007"
"4.8310","14.3830","0.9096"
"4.8510","14.4431","0.9195"
"4.8710","14.5032","0.9151"
"4.8910","14.5630","0.8948"
