
Time,Displacement,Force
(s),(mm),(N)
"0.0000","0.0000","0.0046"
"0.0200","0.0001","-0.0157"
"0.0400","0.0008","0.0189"
"0.0600","0.0032","0.0205"
"0.0800","0.0065","-0.0119"
"0.1000","0.0089","0.0230"
"0.1200","0.0132","0.0354"
"0.1400","0.0205","-0.0100"
"0.1600","0.0286","-0.0008"
"0.1800","0.0361","0.0008"
"0.2000","0.0429","0.0005"
"0.2200","0.0494","-0.0028"
"0.2400","0.0556","0.0023"
"0.2600","0.0617","0.0229"
"0.2800","0.0677","-0.0150"
"0.3000","0.0737","0.0088"
"0.3200","0.0797","0.0048"
"0.3400","0.0857","0.0002"
"0.3600","0.0918","0.0210"
"0.3800","0.0978","0.0022"
"0.4000","0.1038","0.0041"
"0.4200","0.1098","0.0010"
"0.4400","0.1158","0.0077"
"0.4600","0.1218","0.0167"
"0.4800","0.1277","0.0175"
"0.5000","0.1336","0.0045"
"0.5200","0.1397","-0.0100"
"0.5400","0.1458","0.0227"
"0.5600","0.1518","0.0183"
"0.5800","0.1577","0.0109"
"0.6000","0.1635","0.0010"
"0.6200","0.1694","0.0112"
"0.6400","0.1755","0.0069"
"0.6600","0.1818","0.0457"
"0.6800","0.1880","0.0006"
"0.7000","0.1941","0.0004"
"0.7200","0.2000","0.0123"
"0.7400","0.2059","0.0330"
"0.7600","0.2119","0.0166"
"0.7800","0.2180","0.0166"
"0.8000","0.2241","-0.0031"
"0.8200","0.2301","0.0149"
"0.8400","0.2360","0.0346"
"0.8600","0.2419","0.0281"
"0.8800","0.2478","0.0107"
"0.9000","0.2538","0.0174"
"0.9200","0.2599","0.0243"
"0.9400","0.2659","0.0315"
"0.9600","0.2719","0.0195"
"0.9800","0.2779","0.0221"
"1.0000","0.2839","0.0198"
"1.0200","0.2898","0.0361"
"1.0400","0.2958","0.0318"
"1.0600","0.3018","0.0266"
"1.0800","0.3078","0.0175"
"1.1000","0.3138","0.0378"
"1.1200","0.3198","0.0489"
"1.1400","0.3257","0.0266"
"1.1600","0.3317","0.0222"
"1.1800","0.3376","0.0139"
"1.2000","0.3435","0.0584"
"1.2200","0.3495","0.0382"
"1.2400","0.3557","0.0431"
"1.2600","0.3619","0.0267"
"1.2800","0.3679","0.0327"
"1.3000","0.3739","0.0631"
"1.3200","0.3798","0.0397"
"1.3400","0.3858","0.0118"
"1.3600","0.3919","0.0502"
"1.3800","0.3982","0.0477"
"1.4000","0.4042","0.0458"
"1.4200","0.4101","0.0372"
"1.4400","0.4159","0.0455"
"1.4600","0.4218","0.0490"
"1.4800","0.4278","0.0435"
"1.5000","0.4339","0.0496"
"1.5200","0.4400","0.0392"
"1.5400","0.4459","0.0445"
"1.5600","0.4517","0.0702"
"1.5800","0.4576","0.0295"
"1.6000","0.4637","0.0543"
"1.6200","0.4700","0.0583"
"1.6400","0.4761","0.0519"
"1.6600","0.4820","0.0436"
"1.6800","0.4878","0.0583"
"1.7000","0.4936","0.0548"
"1.7200","0.4996","0.0672"
"1.7400","0.5057","0.0438"
"1.7600","0.5118","0.0493"
"1.7800","0.5178","0.0559"
"1.8000","0.5237","0.0757"
"1.8200","0.5296","0.0559"
"1.8400","0.5356","0.0476"
