
Time,Displacement,Force
(s),(mm),(N)
"0.0000","0.0000","-0.0039"
"0.0200","0.0000","0.0110"
"0.0400","0.0000","-0.0068"
"0.0600","-0.0002","0.0088"
"0.0800","-0.0003","0.0026"
"0.1000","-0.0003","-0.0022"
"0.1200","-0.0001","-0.0094"
"0.1400","0.0001","0.0038"
"0.1600","0.0004","0.0064"
"0.1800","0.0008","0.0162"
"0.2000","0.0015","0.0021"
"0.2200","0.0026","-0.0157"
"0.2400","0.0039","0.0052"
"0.2600","0.0051","0.0142"
"0.2800","0.0062","-0.0257"
"0.3000","0.0071","0.0079"
"0.3200","0.0079","0.0115"
"0.3400","0.0086","-0.0075"
"0.3600","0.0093","-0.0074"
"0.3800","0.0099","-0.0069"
"0.4000","0.0105","0.0226"
"0.4200","0.0112","-0.0029"
"0.4400","0.0118","-0.0055"
"0.4600","0.0124","-0.0029"
"0.4800","0.0130","-0.0059"
"0.5000","0.0136","0.0115"
"0.5200","0.0142","-0.0058"
"0.5400","0.0148","0.0123"
"0.5600","0.0154","0.0041"
"0.5800","0.0160","-0.0183"
"0.6000","0.0166","0.0031"
"0.6200","0.0172","0.0166"
"0.6400","0.0178","-0.0022"
"0.6600","0.0184","-0.0056"
"0.6800","0.0190","-0.0008"
"0.7000","0.0197","0.0109"
"0.7200","0.0202","-0.0063"
"0.7400","0.0208","-0.0063"
"0.7600","0.0214","0.0134"
"0.7800","0.0220","0.0034"
"0.8000","0.0226","0.0088"
"0.8200","0.0232","-0.0036"
"0.8400","0.0238","-0.0177"
"0.8600","0.0244","0.0135"
"0.8800","0.0249","0.0065"
"0.9000","0.0255","0.0002"
"0.9200","0.0260","0.0099"
"0.9400","0.0266","0.0032"
"0.9600","0.0272","-0.0171"
"0.9800","0.0278","0.0106"
"1.0000","0.0284","0.0060"
"1.0200","0.0290","0.0068"
"1.0400","0.0296","-0.0116"
"1.0600","0.0303","0.0077"
"1.0800","0.0309","0.0100"
"1.1000","0.0315","-0.0069"
"1.1200","0.0321","-0.0178"
"1.1400","0.0326","0.0255"
"1.1600","0.0332","0.0102"
"1.1800","0.0338","-0.0192"
"1.2000","0.0344","-0.0062"
"1.2200","0.0350","0.0355"
"1.2400","0.0356","-0.0111"
"1.2600","0.0362","-0.0141"
"1.2800","0.0368","0.0030"
"1.3000","0.0374","0.0271"
"1.3200","0.0381","-0.0120"
"1.3400","0.0387","0.0048"
"1.3600","0.0393","0.0042"
"1.3800","0.0399","-0.0011"
"1.4000","0.0405","0.0101"
"1.4200","0.0411","-0.0105"
"1.4400","0.0417","0.0153"
"1.4600","0.0423","0.0047"
"1.4800","0.0429","-0.0124"
"1.5000","0.0435","0.0079"
"1.5200","0.0441","0.0041"
"1.5400","0.0446","-0.0007"
"1.5600","0.0452","-0.0074"
"1.5800","0.0459","0.0189"
"1.6000","0.0465","0.0145"
"1.6200","0.0471","-0.0217"
"1.6400","0.0477","0.0051"
"1.6600","0.0483","0.0075"
"1.6800","0.0489","0.0037"
"1.7000","0.0495","0.0111"
"1.7200","0.0501","-0.0055"
"1.7400","0.0507","-0.0168"
"1.7600","0.0512","0.0157"
"1.7800","0.0518","0.0238"
"1.8000","0.0524","-0.0021"
"1.8200","0.0531","-0.0130"
"1.8400","0.0537","0.0020"
"1.8600","0.0543","0.0009"
"1.8800","0.0550","0.0177"
"1.9000","0.0556","-0.0037"
"1.9200","0.0563","-0.0019"
"1.9400","0.0568","0.0014"
"1.9600","0.0574","0.0181"
"1.9800","0.0580","-0.0020"
"2.0000","0.0586","-0.0123"
"2.0200","0.0592","0.0066"
"2.0400","0.0598","0.0068"
"2.0600","0.0604","0.0217"
"2.0800","0.0610","-0.0108"
"2.1000","0.0616","0.0004"
"2.1200","0.0622","0.0079"
"2.1400","0.0628","0.0003"
"2.1600","0.0634","-0.0036"
"2.1800","0.0640","0.0246"
"2.2000","0.0646","0.0029"
"2.2200","0.0652","-0.0112"
"2.2400","0.0658","-0.0034"
"2.2600","0.0664","0.0160"
"2.2800","0.0670","0.0078"
"2.3000","0.0676","-0.0010"
"2.3200","0.0682","0.0006"
"2.3400","0.0687","0.0010"
"2.3600","0.0693","0.0065"
"2.3800","0.0699","0.0051"
"2.4000","0.0705","-0.0078"
"2.4200","0.0711","0.0107"
"2.4400","0.0716","0.0093"
"2.4600","0.0722","-0.0048"
"2.4800","0.0729","0.0067"
"2.5000","0.0735","0.0092"
"2.5200","0.0741","0.0008"
"2.5400","0.0747","-0.0056"
"2.5600","0.0753","0.0205"
"2.5800","0.0759","-0.0014"
"2.6000","0.0765","-0.0082"
"2.6200","0.0771","0.0158"
"2.6400","0.0776","0.0030"
"2.6600","0.0783","0.0046"
"2.6800","0.0789","-0.0001"
"2.7000","0.0795","-0.0023"
"2.7200","0.0801","0.0203"
"2.7400","0.0807","0.0051"
"2.7600","0.0813","-0.0186"
"2.7800","0.0819","0.0100"
"2.8000","0.0825","0.0185"
"2.8200","0.0831","-0.0037"
"2.8400","0.0837","0.0062"
"2.8600","0.0843","0.0176"
"2.8800","0.0849","-0.0166"
"2.9000","0.0856","-0.0035"
"2.9200","0.0862","0.0109"
"2.9400","0.0867","0.0185"
"2.9600","0.0873","0.0141"
"2.9800","0.0879","-0.0053"
"3.0000","0.0885","-0.0090"
"3.0200","0.0891","0.0120"
"3.0400","0.0898","0.0179"
"3.0600","0.0905","-0.0113"
"3.0800","0.0911","0.0028"
"3.1000","0.0917","0.0152"
"3.1200","0.0923","0.0035"
"3.1400","0.0929","0.0055"
"3.1600","0.0935","-0.0040"
"3.1800","0.0940","0.0016"
"3.2000","0.0946","0.0126"
"3.2200","0.0952","0.0097"
"3.2400","0.0958","0.0040"
"3.2600","0.0964","-0.0080"
"3.2800","0.0970","0.0049"
"3.3000","0.0976","0.0125"
"3.3200","0.0982","0.0027"
"3.3400","0.0988","0.0175"
"3.3600","0.0994","-0.0185"
"3.3800","0.1000","0.0083"
"3.4000","0.1006","0.0158"
"3.4200","0.1012","0.0034"
"3.4400","0.1018","0.0036"
"3.4600","0.1024","-0.0024"
"3.4800","0.1030","0.0212"
"3.5000","0.1036","-0.0060"
"3.5200","0.1042","-0.0003"
"3.5400","0.1048","0.0160"
"3.5600","0.1054","-0.0018"
"3.5800","0.1060","0.0020"
"3.6000","0.1066","0.0084"
"3.6200","0.1072","0.0071"
"3.6400","0.1078","0.0239"
"3.6600","0.1084","-0.0172"
"3.6800","0.1090","-0.0008"
"3.7000","0.1096","0.0262"
"3.7200","0.1101","0.0037"
"3.7400","0.1107","-0.0105"
"3.7600","0.1113","0.0122"
"3.7800","0.1120","0.0104"
"3.8000","0.1126","0.0018"
"3.8200","0.1132","0.0037"
"3.8400","0.1138","0.0011"
"3.8600","0.1144","0.0075"
"3.8800","0.1150","0.0114"
"3.9000","0.1155","0.0050"
"3.9200","0.1161","0.0110"
"3.9400","0.1167","-0.0060"
"3.9600","0.1173","0.0026"
"3.9800","0.1179","0.0107"
"4.0000","0.1185","0.0242"
"4.0200","0.1191","-0.0035"
"4.0400","0.1197","-0.0180"
"4.0600","0.1203","0.0161"
"4.0800","0.1210","0.0080"
"4.1000","0.1216","0.0018"
"4.1200","0.1221","0.0192"
"4.1400","0.1227","0.0056"
"4.1600","0.1233","-0.0095"
"4.1800","0.1239","0.0043"
"4.2000","0.1245","0.0203"
"4.2200","0.1251","0.0055"
"4.2400","0.1257","0.0068"
"4.2600","0.1263","0.0052"
"4.2800","0.1269","0.0056"
"4.3000","0.1275","-0.0032"
"4.3200","0.1282","0.0085"
"4.3400","0.1288","0.0100"
"4.3600","0.1294","0.0162"
"4.3800","0.1300","0.0105"
"4.4000","0.1306","-0.0092"
"4.4200","0.1312","0.0068"
