
Time,Displacement,Force
(s),(mm),(N)
"0.0000","0.0000","0.0058"
"0.0200","0.0001","-0.0132"
"0.0400","0.0008","0.0115"
"0.0600","0.0034","0.0215"
"0.0800","0.0072","-0.0280"
"0.1000","0.0098","0.0169"
"0.1200","0.0138","0.0455"
"0.1400","0.0207","0.0264"
"0.1600","0.0285","0.0154"
"0.1800","0.0361","-0.0055"
"0.2000","0.0431","0.0083"
"0.2200","0.0497","0.0299"
"0.2400","0.0559","0.0198"
"0.2600","0.0619","0.0404"
"0.2800","0.0679","0.0383"
"0.3000","0.0739","0.0360"
"0.3200","0.0799","0.0289"
"0.3400","0.0860","0.0224"
"0.3600","0.0920","0.0427"
"0.3800","0.0979","0.0426"
"0.4000","0.1039","0.0585"
"0.4200","0.1099","0.0294"
"0.4400","0.1159","0.0394"
"0.4600","0.1221","0.0553"
"0.4800","0.1282","0.0642"
"0.5000","0.1342","0.0601"
"0.5200","0.1401","0.0348"
"0.5400","0.1462","0.0438"
"0.5600","0.1523","0.0745"
"0.5800","0.1584","0.0606"
"0.6000","0.1644","0.0615"
"0.6200","0.1703","0.0447"
"0.6400","0.1763","0.0737"
"0.6600","0.1823","0.0593"
"0.6800","0.1884","0.0680"
"0.7000","0.1943","0.0627"
"0.7200","0.2001","0.0530"
"0.7400","0.2060","0.0893"
"0.7600","0.2120","0.0560"
"0.7800","0.2182","0.0732"
"0.8000","0.2243","0.0868"
"0.8200","0.2304","0.0639"
"0.8400","0.2362","0.0744"
"0.8600","0.2420","0.0732"
"0.8800","0.2479","0.0777"
"0.9000","0.2540","0.0773"
"0.9200","0.2602","0.0749"
"0.9400","0.2663","0.0923"
"0.9600","0.2721","0.0946"
"0.9800","0.2779","0.0734"
"1.0000","0.2838","0.0909"
"1.0200","0.2899","0.0707"
"1.0400","0.2960","0.0925"
"1.0600","0.3021","0.0925"
"1.0800","0.3082","0.0906"
"1.1000","0.3141","0.1014"
"1.1200","0.3200","0.0937"
"1.1400","0.3260","0.1007"
"1.1600","0.3322","0.1144"
"1.1800","0.3384","0.0944"
"1.2000","0.3445","0.1057"
"1.2200","0.3504","0.1058"
"1.2400","0.3563","0.1037"
"1.2600","0.3623","0.1019"
"1.2800","0.3683","0.1047"
"1.3000","0.3743","0.1103"
"1.3200","0.3803","0.1029"
"1.3400","0.3862","0.0998"
"1.3600","0.3921","0.1025"
"1.3800","0.3981","0.0884"
"1.4000","0.4041","0.1229"
"1.4200","0.4102","0.1241"
"1.4400","0.4162","0.1125"
"1.4600","0.4221","0.1195"
"1.4800","0.4281","0.1184"
"1.5000","0.4342","0.1107"
"1.5200","0.4402","0.1285"
"1.5400","0.4461","0.1201"
"1.5600","0.4520","0.1196"
"1.5800","0.4579","0.1225"
"1.6000","0.4639","0.1293"
"1.6200","0.4701","0.1259"
"1.6400","0.4762","0.1244"
"1.6600","0.4822","0.1320"
"1.6800","0.4880","0.1303"
"1.7000","0.4938","0.1303"
"1.7200","0.4999","0.1413"
"1.7400","0.5061","0.1245"
"1.7600","0.5123","0.1413"
"1.7800","0.5183","0.1448"
"1.8000","0.5243","0.1152"
"1.8200","0.5302","0.1254"
"1.8400","0.5363","0.1489"
"1.8600","0.5424","0.1324"
"1.8800","0.5485","0.1198"
"1.9000","0.5545","0.1338"
"1.9200","0.5604","0.1208"
"1.9400","0.5661","0.1579"
"1.9600","0.5720","0.1456"
"1.9800","0.5780","0.1514"
"2.0000","0.5841","0.1489"
"2.0200","0.5902","0.1395"
"2.0400","0.5962","0.1413"
"2.0600","0.6022","0.1431"
"2.0800","0.6082","0.1553"
"2.1000","0.6142","0.1546"
"2.1200","0.6202","0.1387"
"2.1400","0.6262","0.1435"
"2.1600","0.6322","0.1629"
"2.1800","0.6382","0.1447"
"2.2000","0.6441","0.1529"
"2.2200","0.6500","0.1560"
"2.2400","0.6559","0.1695"
"2.2600","0.6619","0.1602"
"2.2800","0.6678","0.1393"
"2.3000","0.6739","0.1664"
"2.3200","0.6801","0.1492"
"2.3400","0.6862","0.1651"
"2.3600","0.6922","0.1780"
"2.3800","0.6981","0.1682"
"2.4000","0.7040","0.1537"
"2.4200","0.7101","0.1497"
"2.4400","0.7163","0.1676"
"2.4600","0.7226","0.1706"
"2.4800","0.7286","0.1744"
"2.5000","0.7344","0.1783"
"2.5200","0.7402","0.1558"
"2.5400","0.7460","0.1474"
"2.5600","0.7521","0.1710"
"2.5800","0.7583","0.1879"
"2.6000","0.7644","0.1694"
"2.6200","0.7702","0.1590"
"2.6400","0.7760","0.1743"
"2.6600","0.7820","0.1890"
"2.6800","0.7881","0.1717"
"2.7000","0.7943","0.1846"
"2.7200","0.8004","0.1778"
"2.7400","0.8063","0.1811"
"2.7600","0.8121","0.1639"
"2.7800","0.8180","0.1756"
"2.8000","0.8240","0.1820"
"2.8200","0.8300","0.1922"
"2.8400","0.8360","0.1708"
"2.8600","0.8420","0.1752"
"2.8800","0.8480","0.1989"
"2.9000","0.8539","0.1864"
"2.9200","0.8599","0.1958"
"2.9400","0.8660","0.1741"
"2.9600","0.8721","0.1958"
"2.9800","0.8781","0.1903"
"3.0000","0.8841","0.1763"
"3.0200","0.8901","0.1902"
"3.0400","0.8961","0.2085"
"3.0600","0.9022","0.1851"
"3.0800","0.9084","0.1994"
"3.1000","0.9144","0.1964"
"3.1200","0.9204","0.1795"
"3.1400","0.9263","0.2183"
"3.1600","0.9324","0.1932"
"3.1800","0.9384","0.1888"
"3.2000","0.9442","0.2123"
"3.2200","0.9501","0.2114"
"3.2400","0.9560","0.1805"
"3.2600","0.9620","0.2066"
"3.2800","0.9682","0.2021"
"3.3000","0.9743","0.2014"
"3.3200","0.9804","0.2129"
"3.3400","0.9862","0.1964"
"3.3600","0.9920","0.1922"
"3.3800","0.9979","0.2033"
"3.4000","1.0040","0.2154"
"3.4200","1.0102","0.2169"
"3.4400","1.0163","0.1961"
"3.4600","1.0221","0.1950"
"3.4800","1.0280","0.2134"
"3.5000","1.0339","0.2231"
"3.5200","1.0399","0.2080"
"3.5400","1.0460","0.2016"
"3.5600","1.0522","0.2085"
"3.5800","1.0582","0.2113"
"3.6000","1.0640","0.2103"
"3.6200","1.0699","0.2140"
"3.6400","1.0759","0.1975"
"3.6600","1.0821","0.2252"
"3.6800","1.0884","0.2096"
"3.7000","1.0945","0.2164"
"3.7200","1.1005","0.2125"
"3.7400","1.1063","0.2214"
"3.7600","1.1123","0.2162"
"3.7800","1.1183","0.2283"
"3.8000","1.1243","0.2022"
"3.8200","1.1302","0.2304"
"3.8400","1.1362","0.2197"
"3.8600","1.1422","0.2257"
"3.8800","1.1481","0.2263"
"3.9000","1.1542","0.2094"
"3.9200","1.1602","0.2161"
"3.9400","1.1662","0.2283"
"3.9600","1.1721","0.2207"
"3.9800","1.1781","0.2409"
"4.0000","1.1842","0.2158"
"4.0200","1.1901","0.2192"
"4.0400","1.1961","0.2271"
"4.0600","1.2020","0.2387"
"4.0800","1.2078","0.2248"
"4.1000","1.2139","0.2178"
"4.1200","1.2201","0.2336"
"4.1400","1.2262","0.2289"
"4.1600","1.2321","0.2398"
"4.1800","1.2379","0.2427"
"4.2000","1.2438","0.2276"
"4.2200","1.2499","0.2487"
